ILLINOIS,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",35,67.4
ILLINOIS,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",31,37.7
ILLINOIS,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",4,37.7
ILLINOIS,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES","1,743",31.1
ILLINOIS,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES", (D),31.1
ILLINOIS,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES", (D),12.8
ILLINOIS,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",30,21.1
ILLINOIS,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",28,33.9
ILLINOIS,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",2,14
ILLINOIS,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",79,23.5
ILLINOIS,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",79,32.9
ILLINOIS,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",202,32.8
ILLINOIS,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",173,39.3
ILLINOIS,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",29,74.5
ILLINOIS,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",114,25.7
ILLINOIS,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",83,30.5
ILLINOIS,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",31,46.1
ILLINOIS,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",129,81.6
ILLINOIS,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",114,76
ILLINOIS,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",15,(H)
ILLINOIS,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",120,75.4
ILLINOIS,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",97,63
ILLINOIS,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",23,(H)
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",13,31
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",10,26.8
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",3,67.6
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",5,28.6
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,23.7
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,59.6
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",18,28.6
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",15,37.3
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",3,39.7
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",7,27.9
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",7,33.9
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,32.4
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",79,41.9
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",66,54.3
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",13,(H)
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",32,38.1
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",31,45.8
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",38,(H)
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",8,19.8
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",8,25.8
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",3,40.4
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,19.5
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",65,20.8
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",54,39.2
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",11,24.6
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",26,25.9
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",25,88.9
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",32,24.7
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",66,26.4
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",62,80.9
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",4,85
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",27,85
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",29,12.7
ILLINOIS,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",12,19.6
ILLINOIS,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",42,32.9
ILLINOIS,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",37,21
ILLINOIS,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",5,28.1
ILLINOIS,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",187,26.2
ILLINOIS,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",165,31.3
ILLINOIS,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",22,29.2
ILLINOIS,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",108,17.9
ILLINOIS,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",87,19.2
ILLINOIS,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",21,5.2
ILLINOIS,TENANTS - NUMBER OF TENANTS,"154,719",3.5
ILLINOIS,TENANTS - NUMBER OF TENANTS,"5,583",16.2
ILLINOIS,TENANTS - NUMBER OF TENANTS,"56,698",12.2
ILLINOIS,TENANTS - NUMBER OF TENANTS,"29,007",14.3
ILLINOIS,TENANTS - NUMBER OF TENANTS,"26,933",16.7
ILLINOIS,TENANTS - NUMBER OF TENANTS,"29,322",(D)
ILLINOIS,TENANTS - NUMBER OF TENANTS,"6,970",(D)
ILLINOIS,TENANTS - NUMBER OF TENANTS,"110,999",76.6
ILLINOIS,TENANTS - NUMBER OF TENANTS,"24,084",23.5
ILLINOIS,TENANTS - NUMBER OF TENANTS,"19,636",24.1
ILLINOIS,TENANTS - NUMBER OF TENANTS,"47,138",24.1
ILLINOIS,TENANTS - NUMBER OF TENANTS,"19,542",31.2
ILLINOIS,TENANTS - NUMBER OF TENANTS,"33,485",4.2
ILLINOIS,TENANTS - NUMBER OF TENANTS,"13,858",4.6
ILLINOIS,TENANTS - NUMBER OF TENANTS,"22,991",13.3
ILLINOIS,TENANTS - NUMBER OF TENANTS,"17,704",21.8
ILLINOIS,TENANTS - NUMBER OF TENANTS,"135,607",21.8
ILLINOIS,TENANTS - NUMBER OF TENANTS,"4,939",23.8
ILLINOIS,TENANTS - NUMBER OF TENANTS,"48,256",56.6
ILLINOIS,TENANTS - NUMBER OF TENANTS,"26,586",54
ILLINOIS,TENANTS - NUMBER OF TENANTS,"24,211",48.1
ILLINOIS,TENANTS - NUMBER OF TENANTS,"26,631",62.6
ILLINOIS,TENANTS - NUMBER OF TENANTS,"4,899",23.8
ILLINOIS,TENANTS - NUMBER OF TENANTS,"122,198",56.6
ILLINOIS,TENANTS - NUMBER OF TENANTS,"13,409",54
ILLINOIS,TENANTS - NUMBER OF TENANTS,"36,520",48.1
ILLINOIS,TENANTS - NUMBER OF TENANTS,"90,917",62.6
ILLINOIS,TENANTS - NUMBER OF TENANTS,"2,636",28.8
ILLINOIS,TENANTS - NUMBER OF TENANTS,"5,534",28.9
ILLINOIS,TENANTS - NUMBER OF TENANTS,"97,565",29.5
ILLINOIS,TENANTS - NUMBER OF TENANTS,"21,291",6.6
ILLINOIS,TENANTS - NUMBER OF TENANTS,"16,751",7
ILLINOIS,TENANTS - NUMBER OF TENANTS,"40,528",15
ILLINOIS,TENANTS - NUMBER OF TENANTS,"17,243",30.4
ILLINOIS,TENANTS - NUMBER OF TENANTS,"29,544",23.9
ILLINOIS,TENANTS - NUMBER OF TENANTS,"12,284",27.8
ILLINOIS,TENANTS - NUMBER OF TENANTS,"20,918",27.8
ILLINOIS,TENANTS - NUMBER OF TENANTS,"15,089",9.3
ILLINOIS,TENANTS - NUMBER OF TENANTS,"19,112",7
ILLINOIS,TENANTS - NUMBER OF TENANTS,"8,441",42.7
ILLINOIS,TENANTS - NUMBER OF TENANTS,"2,421",60.2
ILLINOIS,TENANTS - NUMBER OF TENANTS,"2,722",57.4
ILLINOIS,TENANTS - NUMBER OF TENANTS,"2,691",57.5
ILLINOIS,TENANTS - NUMBER OF TENANTS,"13,434",66.7
ILLINOIS,TENANTS - NUMBER OF TENANTS,"6,610",64.8
ILLINOIS,TENANTS - NUMBER OF TENANTS,"2,299",25.7
ILLINOIS,TENANTS - NUMBER OF TENANTS,"3,942",25.7
ILLINOIS,TENANTS - NUMBER OF TENANTS,"2,073",55.2
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","127,808",21.1
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT",879,19.7
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","54,323",19.4
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","24,409",12.4
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","18,823",7.3
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","25,784",11.8
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","3,576",10.2
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","110,999",35.6
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","12,042",30.4
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","4,767",18.4
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","30,915",12.2
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","18,973",27.1
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","29,167",37.9
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","13,671",57.7
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","18,650",16.4
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","16,432",35.4
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","112,124",25.3
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT",564,32.9
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","46,649",22.5
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","22,169",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","16,861",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","23,400",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","2,479",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","101,341",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","10,783",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","27,180",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","79,167",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","1,866",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","3,911",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","97,565",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","10,645",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","3,913",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","26,552",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","16,890",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","25,626",
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","12,098",0.9
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","16,836",6.6
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","14,121",52
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","15,684",10.9
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","7,674",11.1
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","2,240",27.1
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","1,962",13
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","2,383",24.6
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","13,434",25.9
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","4,363",20
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","2,083",22.6
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","3,541",18.5
ILLINOIS,"TENANTS - TENANTS, MEASURED IN COUNT","1,814",13.1
ILLINOIS,"TENANTS, FIRST - ACRES RENTED","13,889,143",15.4
ILLINOIS,"TENANTS, FIRST - ACRES RENTED","11,638,421",18.2
ILLINOIS,"TENANTS, FIRST - ACRES RENTED","2,250,722",16.5
ILLINOIS,"TENANTS, FIRST - AREA RENTED, MEASURED IN COUNT","127,808",23.9
ILLINOIS,"TENANTS, FIRST - AREA RENTED, MEASURED IN COUNT","112,124",18
ILLINOIS,"TENANTS, FIRST - AREA RENTED, MEASURED IN COUNT","15,684",25
ILLINOIS,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN COUNT","127,808",12.3
ILLINOIS,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN COUNT","112,124",14.7
ILLINOIS,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN COUNT","15,684",24.7
ILLINOIS,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN YEARS",12.1,9.8
ILLINOIS,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN YEARS",12.5,10
ILLINOIS,"TENANTS, FIRST - YEARS RENTED TO TENANT, AVG, MEASURED IN YEARS",8.8,22.7
ILLINOIS,"TENANTS, FIRST, LANDLORD LIVES IN SAME COUNTY AS MAJORITY OF AG LAND, RENTED TO TENANT - ACRES RENTED","6,551,498",14.1
ILLINOIS,"TENANTS, FIRST, LANDLORD LIVES IN SAME COUNTY AS MAJORITY OF AG LAND, RENTED TO TENANT - AREA RENTED, MEASURED IN COUNT","63,647",17.1
ILLINOIS,"TENANTS, FIRST, LEASE, ALLOWS PAYMENT ADJUSTMENT FOR UNUSUAL CONDITIONS - ACRES RENTED","3,131,903",18.1
ILLINOIS,"TENANTS, FIRST, LEASE, ALLOWS PAYMENT ADJUSTMENT FOR UNUSUAL CONDITIONS - ACRES RENTED","2,464,600",22.8
ILLINOIS,"TENANTS, FIRST, LEASE, ALLOWS PAYMENT ADJUSTMENT FOR UNUSUAL CONDITIONS - ACRES RENTED","667,303",24.8
ILLINOIS,"TENANTS, FIRST, LEASE, ALLOWS PAYMENT ADJUSTMENT FOR UNUSUAL CONDITIONS - AREA RENTED, MEASURED IN COUNT","23,164",48.9
ILLINOIS,"TENANTS, FIRST, LEASE, ALLOWS PAYMENT ADJUSTMENT FOR UNUSUAL CONDITIONS - AREA RENTED, MEASURED IN COUNT","20,110",17.4
ILLINOIS,"TENANTS, FIRST, LEASE, ALLOWS PAYMENT ADJUSTMENT FOR UNUSUAL CONDITIONS - AREA RENTED, MEASURED IN COUNT","3,053",20.4
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - ACRES RENTED","8,066,916",22
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - ACRES RENTED","6,730,318",17
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - ACRES RENTED","1,336,598",21.1
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - AREA RENTED, MEASURED IN COUNT","78,386",28.8
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - AREA RENTED, MEASURED IN COUNT","68,162",18.5
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FIXED - AREA RENTED, MEASURED IN COUNT","10,224",22
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FLEXIBLE - ACRES RENTED","1,430,130",27.8
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FLEXIBLE - ACRES RENTED","1,178,761",27.2
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FLEXIBLE - AREA RENTED, MEASURED IN COUNT","8,733",28.3
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, CASH, FLEXIBLE - AREA RENTED, MEASURED IN COUNT","7,682",30.8
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - ACRES RENTED","4,329,065",23.2
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - ACRES RENTED","3,689,127",24.3
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - ACRES RENTED","639,937",25.5
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - AREA RENTED, MEASURED IN COUNT","38,337",2.2
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - AREA RENTED, MEASURED IN COUNT","34,134",2.9
ILLINOIS,"TENANTS, FIRST, LEASE, PAYMENT TYPE, SHARE - AREA RENTED, MEASURED IN COUNT","4,203",2.9
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, 2 YEARS - ACRES RENTED","362,357",11
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, 2 YEARS - ACRES RENTED","347,941",13
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, 2 YEARS - AREA RENTED, MEASURED IN COUNT","5,066",14
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, 2 YEARS - AREA RENTED, MEASURED IN COUNT","4,779",34.2
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, 3 YEARS - ACRES RENTED","1,592,394",37.7
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, 3 YEARS - ACRES RENTED","1,180,811",27.1
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, 3 YEARS - AREA RENTED, MEASURED IN COUNT","10,194",24.7
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, 3 YEARS - AREA RENTED, MEASURED IN COUNT","8,971",21.1
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - ACRES RENTED","9,618,086",18.3
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - ACRES RENTED","7,991,222",15
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - ACRES RENTED","1,626,864",19.6
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - AREA RENTED, MEASURED IN COUNT","93,890",19.4
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - AREA RENTED, MEASURED IN COUNT","81,916",24.3
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, ANNUAL - AREA RENTED, MEASURED IN COUNT","11,974",27.7
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - ACRES RENTED","2,316,307",23.3
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - ACRES RENTED","2,118,447",23.3
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - ACRES RENTED","197,860",24.8
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - AREA RENTED, MEASURED IN COUNT","18,657",28.8
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - AREA RENTED, MEASURED IN COUNT","16,458",24.5
ILLINOIS,"TENANTS, FIRST, LEASE, RENEWAL TERM, GE 4 YEARS - AREA RENTED, MEASURED IN COUNT","2,200",34.5
ILLINOIS,"TENANTS, FIRST, LEASE, WRITTEN - ACRES RENTED","7,678,980",25.1
ILLINOIS,"TENANTS, FIRST, LEASE, WRITTEN - ACRES RENTED","6,471,240",40.6
ILLINOIS,"TENANTS, FIRST, LEASE, WRITTEN - ACRES RENTED","1,207,740",26
ILLINOIS,"TENANTS, FIRST, LEASE, WRITTEN - AREA RENTED, MEASURED IN COUNT","53,512",(D)
ILLINOIS,"TENANTS, FIRST, LEASE, WRITTEN - AREA RENTED, MEASURED IN COUNT","47,412",(D)
ILLINOIS,"TENANTS, FIRST, LEASE, WRITTEN - AREA RENTED, MEASURED IN COUNT","6,100",67.1
ILLINOIS,"TENANTS, FIRST, RELATED TO A LANDLORD - ACRES RENTED","4,838,046",53.7
ILLINOIS,"TENANTS, FIRST, RELATED TO A LANDLORD - ACRES RENTED","4,416,570",12.7
ILLINOIS,"TENANTS, FIRST, RELATED TO A LANDLORD - ACRES RENTED","421,476",10.1
ILLINOIS,"TENANTS, FIRST, RELATED TO A LANDLORD - AREA RENTED, MEASURED IN COUNT","38,936",27.4
ILLINOIS,"TENANTS, FIRST, RELATED TO A LANDLORD - AREA RENTED, MEASURED IN COUNT","35,382",14.6
ILLINOIS,"TENANTS, FIRST, RELATED TO A LANDLORD - AREA RENTED, MEASURED IN COUNT","3,555",17.7
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - ACRES RENTED","3,189,690",15.4
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - ACRES RENTED","2,684,615",(H)
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - ACRES RENTED","505,075",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - AREA RENTED, MEASURED IN COUNT","30,574",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - AREA RENTED, MEASURED IN COUNT","26,590",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, 5 TO 9 YEARS - AREA RENTED, MEASURED IN COUNT","3,984",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - ACRES RENTED","7,819,004",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - ACRES RENTED","6,738,371",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - ACRES RENTED","1,080,633",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - AREA RENTED, MEASURED IN COUNT","66,614",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - AREA RENTED, MEASURED IN COUNT","60,679",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, GE 10 YEARS - AREA RENTED, MEASURED IN COUNT","5,935",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - ACRES RENTED","2,880,448",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - ACRES RENTED","2,215,435",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - ACRES RENTED","665,014",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - AREA RENTED, MEASURED IN COUNT","30,620",
ILLINOIS,"TENANTS, FIRST, YEARS RENTED TO TENANT, LT 5 YEARS - AREA RENTED, MEASURED IN COUNT","24,855",
