Program,Year,Period,Geo Level,State,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (100 TO 199 ACRES)","5,379",46.1
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (200 TO 499 ACRES)","7,470",35.1
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","13,850",31.9
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (500 TO 999 ACRES)","1,610",32.5
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (ACRES FULLY PAID FOR)","50,173",11.8
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (ACRES NOT FULLY PAID FOR)","4,528",50.4
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (CORPORATION & TRUST)","19,225",27.1
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (INDIVIDUAL & PARTNERSHIP)","34,003",19.7
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, TENANTS","LANDLORDS, NON-OPERATING, TENANTS: (1 TENANTS)","46,124",16.4
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, TENANTS","LANDLORDS, NON-OPERATING, TENANTS: (2 TENANTS)","6,884",39.2
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, TENANTS","LANDLORDS, NON-OPERATING, TENANTS: (3 OR MORE TENANTS)","1,692",26.2
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (1,000,000 OR MORE $)","11,897",33.8
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","15,177",33.8
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, NON-OPERATING, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","15,518",43.5
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING","LANDLORDS, OPERATING: (TOTAL)","6,062",11.7
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","1,547",16.4
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (100 TO 199 ACRES)","1,231",39.2
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (200 TO 499 ACRES)",751,36.6
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","1,241",26.4
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, TENANTS","LANDLORDS, OPERATING, TENANTS: (1 TENANTS)","4,569",13.5
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (1,000,000 OR MORE $)","1,575",16
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (100,000 TO 199,999 $)",768,29.4
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","1,251",36.5
CENSUS,2014,YEAR,STATE,CALIFORNIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","1,149",27.4
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, 75 TO 100 PCT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, CORPORATION & TRUST - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","3,489",37.8
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED","LANDLORDS, COMBINED: (TOTAL)","197,243,000",25.2
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","34,788,000",48.5
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (200 TO 499 ACRES)","38,634,000",56
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","19,241,000",44.7
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (1 TENANTS)","81,991,000",26.5
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (100,000 TO 199,999 $)","15,870,000",36.8
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","34,381,000",41.7
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","43,320,000",53.4
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","124,197,000",25.9
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","30,780,000",54.3
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (ACRES FULLY PAID FOR)","121,225,000",26.6
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (CORPORATION & TRUST)","59,280,000",36.6
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (INDIVIDUAL & PARTNERSHIP)","61,647,000",41.6
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING, TENANTS","LANDLORDS, NON-OPERATING, TENANTS: (1 TENANTS)","65,451,000",31.7
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING","LANDLORDS, OPERATING: (TOTAL)","73,046,000",51.8
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","4,008,000",60.2
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, TENANTS","LANDLORDS, OPERATING, TENANTS: (1 TENANTS)","16,540,000",39.3
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","5,168,000",47.8
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED","LANDLORDS, COMBINED: (TOTAL)","19,047",22
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","10,410",28
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (200 TO 499 ACRES)","1,845",42.4
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","4,545",39.6
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (1 TENANTS)","16,624",25
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (100,000 TO 199,999 $)","6,762",41.3
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","3,623",30.4
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","1,998",42.2
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","16,654",24.9
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","8,972",32.2
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, AREA RENTED OUT","LANDLORDS, NON-OPERATING, AREA RENTED OUT: (ACRES FULLY PAID FOR)","15,778",25.1
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (CORPORATION & TRUST)","3,309",37.8
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE","LANDLORDS, NON-OPERATING, OWNERSHIP TYPE: (INDIVIDUAL & PARTNERSHIP)","12,776",28.1
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING, TENANTS","LANDLORDS, NON-OPERATING, TENANTS: (1 TENANTS)","14,730",28
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING","LANDLORDS, OPERATING: (TOTAL)","2,394",22.8
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, AREA RENTED OUT","LANDLORDS, OPERATING, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","1,439",28.7
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, TENANTS","LANDLORDS, OPERATING, TENANTS: (1 TENANTS)","1,894",25.7
CENSUS,2014,YEAR,STATE,FLORIDA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS","LANDLORDS, OPERATING, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)",860,40.4
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, (EXCL LAND SALES AND RENT), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","29,200,000",70.5
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, (EXCL LAND SALES AND RENT), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","3,326",47.6
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, 75 TO 100 PCT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, CORPORATION & TRUST - RECEIPTS, MEASURED IN COUNT","LANDLORDS, NON-OPERATING","LANDLORDS, NON-OPERATING: (TOTAL)","3,967",41.4
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED","LANDLORDS, COMBINED: (TOTAL)","197,613,000",6.8
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (1.0 TO 49.0 ACRES)","26,119,000",30.8
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (100 TO 199 ACRES)","37,561,000",15.9
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (200 TO 499 ACRES)","44,921,000",18.9
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (50.0 TO 99.0 ACRES)","30,346,000",13.8
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, AREA RENTED OUT","LANDLORDS, COMBINED, AREA RENTED OUT: (500 TO 999 ACRES)","37,006,000",22.2
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (1 TENANTS)","152,289,000",7.6
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, TENANTS","LANDLORDS, COMBINED, TENANTS: (2 TENANTS)","26,882,000",22.5
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (1,000,000 OR MORE $)","51,984,000",19.9
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (100,000 TO 199,999 $)","28,058,000",26.3
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (200,000 TO 499,999 $)","45,908,000",13.8
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (50,000 TO 99,999 $)","7,813,000",19.3
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (500,000 TO 999,999 $)","51,196,000",19
CENSUS,2014,YEAR,STATE,GEORGIA,"INCOME, FARM-RELATED","INCOME, FARM-RELATED, RENT, LAND & BUILDINGS, RENTED TO OTHERS - RECEIPTS, MEASURED IN $","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS","LANDLORDS, COMBINED, VALUE OF LAND & BUILDINGS: (LESS THAN 50,000 $)","8,821,000",55.9
